ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P142_1,P142_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229D_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2023,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,00002,04,04,1,3,010492005,6.03529119491577,1,1,1,1,YUCA,2620,MASATO,4123,215,000,LITRO,14,1,0,000, , , , ,215,000,0,000, 
2023,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,00002,06,06,1,3,010492005,1.71887624263763,1,1,1,1,YUCA,2620,MASATO,4123,2,000,BALDE,03,20,0,000, , , , ,2,000,0,000, 
2023,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,00002,09,09,1,3,010492005,7.38766145706177,1,1,1,1,YUCA,2620,MASATO,4123,4,000,BALDE,03,20,0,000, , , , ,4,000,0,000, 
2023,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,00004,01,01,1,3,010492005,5.33457040786743,1,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,20,000,KILOGRAMO,12,1,15,000,25,00,375,25,5,000,0,000, 
2023,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,00004,03,03,1,3,010492005,98.8676300048828,1,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,50,000,KILOGRAMO,12,1,0,000, , , , ,25,000,25,000, 
2023,01,AMAZONAS,02,BAGUA,05,IMAZA,00009,01,01,1,3,010282006,3.25328326225281,1,1,0,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,50,000,KILOGRAMO,12,1,50,000,20,00,1000,20,0,000,0,000, 
2023,01,AMAZONAS,02,BAGUA,02,ARAMANGO,00023,01,01,1,3,010282003,.21651691198349,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2023,01,AMAZONAS,02,BAGUA,02,ARAMANGO,00023,01,01,1,3,010282003,.21651691198349,1,1,1,2,CACAO,1202,TABLETAS DE CHOCOLATE,4135,1,000,KILOGRAMO,12,1,0,000, , , , ,1,000,0,000, 
2023,01,AMAZONAS,02,BAGUA,02,ARAMANGO,00023,02,02,1,3,010282003,1.01829612255096,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,250,0,250, 
2023,01,AMAZONAS,02,BAGUA,02,ARAMANGO,00027,03,03,1,3,010271005,5.38673257827759,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,45,000,KILOGRAMO,12,1,0,000, , , , ,45,000,0,000, 
2023,01,AMAZONAS,02,BAGUA,02,ARAMANGO,00028,02,02,1,3,010272005,21.5117664337158,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,66,000,KILOGRAMO,12,1,0,000, , , , ,58,000,8,000, 
2023,01,AMAZONAS,02,BAGUA,01,BAGUA,00037,02,02,1,3,010272004,39.6933746337891,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,33,000,KILOGRAMO,12,1,0,000, , , , ,19,000,14,000, 
2023,01,AMAZONAS,02,BAGUA,01,BAGUA,00038,01,01,1,3,010284005,98.1575393676758,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,33,000,KILOGRAMO,12,1,0,000, , , , ,33,000,0,000, 
2023,01,AMAZONAS,02,BAGUA,01,BAGUA,00038,02,02,1,3,010284005,35.2408866882324,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,33,000,KILOGRAMO,12,1,0,000, , , , ,33,000,0,000, 
2023,01,AMAZONAS,02,BAGUA,01,BAGUA,00041,01,01,1,3,010282004,3.94952392578125,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,16,000,KILOGRAMO,12,1,0,000, , , , ,16,000,0,000, 
2023,01,AMAZONAS,02,BAGUA,01,BAGUA,00041,02,02,1,3,010282004,12.2118625640869,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,20,000,KILOGRAMO,12,1,0,000, , , , ,20,000,0,000, 
2023,01,AMAZONAS,02,BAGUA,01,BAGUA,00041,04,04,1,3,010282004,16.0816268920898,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,50,000,KILOGRAMO,12,1,0,000, , , , ,40,000,10,000, 
2023,01,AMAZONAS,02,BAGUA,06,LA PECA,00051,02,02,1,3,010281005,7.74394130706787,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,12,000,KILOGRAMO,12,1,0,000, , , , ,6,000,6,000, 
2023,01,AMAZONAS,02,BAGUA,06,LA PECA,00051,02,02,1,3,010281005,7.74394130706787,1,1,1,2,CACAO,1202,TABLETAS DE CHOCOLATE,4135,8,000,TABLETA,52,0.25,0,000, , , , ,5,000,3,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,00068,06,06,1,3,010792005,.346015751361847,1,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,10,000,TABLETA,52,0.1,0,000, , , , ,10,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,00068,09,09,1,3,010792005,2.02180480957031,1,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,220,000,TABLETA,52,0.2,0,000, , , , ,100,000,120,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,00100,02,02,1,2,010773004,9.15965747833252,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,90,000,KILOGRAMO,12,1,0,000, , , , ,90,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,00100,05,05,1,2,010773004,13.561053276062,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,3,000,TONGO,23,12,0,000, , , , ,3,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,00100,06,06,1,2,010773004,34.8548622131348,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,30,000,KILOGRAMO,12,1,0,000, , , , ,30,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,00100,07,07,1,2,010773004,53.5403861999512,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,18,000,TONGO,23,12,0,000, , , , ,18,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,00112,01,01,1,3,010783004,6.51636552810669,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,16,000,KILOGRAMO,12,1,0,000, , , , ,16,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,00112,02,02,1,3,010783004,28.9709587097168,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,16,000,KILOGRAMO,12,1,0,000, , , , ,16,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,00112,03,03,1,3,010783004,43.2038154602051,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,16,000,KILOGRAMO,12,1,0,000, , , , ,16,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,00112,04,04,1,3,010783004,3.46648359298706,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,16,000,KILOGRAMO,12,1,0,000, , , , ,16,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,00113,01,01,1,3,010783004,10.47523021698,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,1,000,QUINTAL,18,50,0,000, , , , ,1,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,00119,01,01,1,3,010771004,31.4104423522949,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,33,000,KILOGRAMO,12,1,0,000, , , , ,33,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,00121,02,02,1,3,010774005,3.27175402641296,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,100,000,KILOGRAMO,12,1,0,000, , , , ,100,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,00121,03,03,1,3,010774005,152.35871887207,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,33,000,KILOGRAMO,12,1,0,000, , , , ,33,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,00127,05,05,1,3,010782004,69.1550521850586,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,0,500,SACO,19,50,0,000, , , , ,0,500,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,00136,05,05,1,3,010773004,21.4949111938477,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,2,000,TONGO,23,12,0,000, , , , ,2,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,00139,01,01,1,3,010772004,303.6357421875,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,2,500,TONGO,23,12,0,000, , , , ,2,500,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,00140,03,03,1,2,010733004,.103031076490879,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,25,000,KILOGRAMO,12,1,0,000, , , , ,25,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,00141,04,04,1,3,010772004,54.8142890930176,1,1,1,1,MAIZ AMILACEO,2108,CHOCHOCA,4108,0,250,SACO,19,50,0,000, , , , ,0,125,0,125, 
2023,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,00142,01,01,1,2,010773004,104.366073608398,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,25,000,KILOGRAMO,12,1,0,000, , , , ,25,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,00142,02,02,1,2,010773004,71.0872039794922,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,33,000,KILOGRAMO,12,1,0,000, , , , ,33,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,00145,01,01,1,3,010772004,136.008712768555,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,85,000,TONGO,23,16,70,000,40,00,2800,2.5,15,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,00145,02,02,1,3,010772004,30.4131736755371,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,14,000,TONGO,23,20,11,500,40,00,460,2,2,500,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,00145,03,03,1,3,010772004,10.9860601425171,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,122,000,TONGO,23,16,114,000,40,00,4560,2.5,8,000,0,000, 
2023,01,AMAZONAS,03,BONGARA,10,SHIPASBAMBA,00147,02,02,1,3,010384005,.727673232555389,1,1,0,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,8,000,KILOGRAMO,12,1,0,000, , , , ,5,000,3,000, 
2023,01,AMAZONAS,05,LUYA,18,SAN JERONIMO,00163,02,02,1,2,010572002,.00301666278392076,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,3,000,TONGO,23,12,0,000, , , , ,1,000,2,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,00164,03,03,1,3,010773004,32.6618385314941,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,8,000,TONGO,23,12,6,000,30,00,180,2.5,2,000,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,00167,04,04,1,3,010772004,324.470703125,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,4,000,TONGO,23,12,0,000, , , , ,4,000,0,000, 
2023,01,AMAZONAS,03,BONGARA,07,JAZAN,00168,05,05,1,3,010372004,4.08636474609375,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,25,000,TONGO,23,12,13,000,30,00,390,2.5,12,000,0,000, 
2023,01,AMAZONAS,03,BONGARA,07,JAZAN,00168,06,06,1,3,010372004,1.62752783298492,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,6,000,TONGO,23,12,5,750,30,00,173,2.5,0,250,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,00173,02,02,1,3,010772004,5.31008815765381,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,14,000,KILOGRAMO,12,1,0,000, , , , ,10,000,4,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,00173,02,02,1,3,010772004,5.31008815765381,1,1,1,2,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2023,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,00179,01,01,1,3,010772004,183.392623901367,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,2,000,TONGO,23,13,0,000, , , , ,0,250,1,750, 
2023,01,AMAZONAS,03,BONGARA,03,CHURUJA,00192,01,01,1,2,010331005,108.706001281738,1,1,1,1,MAIZ AMILACEO,2108,JORA,4121,0,500,KILOGRAMO,12,1,0,000, , , , ,0,000,0,500, 
2023,01,AMAZONAS,07,UTCUBAMBA,07,YAMON,00193,02,02,1,3,010772004,140.738159179688,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,20,000,TONGO,23,16,15,000,30,00,450,1.875,4,000,1,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,17,QUINJALCA,00200,02,02,1,2,010131005,.409135669469833,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,16,000,KILOGRAMO,12,1,0,000, , , , ,9,000,7,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,00202,01,01,1,2,010131005,15.0585050582886,1,1,1,1,PAPA HUAYRO,2614,CHUÑO,4109,12,000,KILOGRAMO,12,1,0,000, , , , ,12,000,0,000, 
2023,01,AMAZONAS,03,BONGARA,01,JUMBILLA,00213,02,02,1,2,010331005,3.00915670394897,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,1,000,ARROBA,01,11.5,0,250,40,00,10,3.4783,0,500,0,250, 
2023,01,AMAZONAS,03,BONGARA,01,JUMBILLA,00213,05,05,1,2,010331005,18.0665187835693,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,26,000,KILOGRAMO,12,1,20,000,3,50,70,3.5,5,000,1,000, 
2023,01,AMAZONAS,03,BONGARA,01,JUMBILLA,00213,05,05,1,2,010331005,18.0665187835693,1,1,1,2,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111,54,000,LITRO,14,1,0,000, , , , ,1,000,53,000, 
2023,01,AMAZONAS,03,BONGARA,01,JUMBILLA,00213,07,07,1,2,010331005,38.9054565429688,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111,432,000,LITRO,14,1,422,000,2,00,844,2,5,000,5,000, 
2023,01,AMAZONAS,05,LUYA,01,LAMUD,00219,02,02,1,2,010531003,30.0281963348389,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,4,000,KILOGRAMO,12,1,0,000, , , , ,4,000,0,000, 
2023,01,AMAZONAS,05,LUYA,01,LAMUD,00219,03,03,1,2,010531003,70.2242660522461,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,8,000,KILOGRAMO,12,1,0,000, , , , ,6,000,2,000, 
2023,01,AMAZONAS,05,LUYA,01,LAMUD,00219,04,04,1,2,010531003,16.5271759033203,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,8,000,KILOGRAMO,12,1,0,000, , , , ,8,000,0,000, 
2023,01,AMAZONAS,05,LUYA,01,LAMUD,00219,05,05,1,2,010531003,74.7302780151367,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,12,000,KILOGRAMO,12,1,0,000, , , , ,12,000,0,000, 
2023,01,AMAZONAS,05,LUYA,01,LAMUD,00219,05,05,1,2,010531003,74.7302780151367,1,1,1,2,MAIZ AMILACEO,2108,CHOCHOCA,4108,6,000,KILOGRAMO,12,1,0,000, , , , ,4,000,2,000, 
2023,01,AMAZONAS,05,LUYA,09,LUYA,00220,03,03,1,2,010531003,125.684074401855,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,60,000,KILOGRAMO,12,1,0,000, , , , ,46,000,14,000, 
2023,01,AMAZONAS,05,LUYA,09,LUYA,00220,05,05,1,2,010531003,401.661041259766,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,53,000,KILOGRAMO,12,1,0,000, , , , ,39,000,14,000, 
2023,01,AMAZONAS,05,LUYA,09,LUYA,00225,01,01,1,2,010531003,22.4185218811035,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,86,000,KILOGRAMO,12,1,0,000, , , , ,69,000,17,000, 
2023,01,AMAZONAS,05,LUYA,09,LUYA,00225,02,02,1,2,010531003,57.9027366638184,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,46,000,KILOGRAMO,12,1,0,000, , , , ,32,000,14,000, 
2023,01,AMAZONAS,05,LUYA,09,LUYA,00225,03,03,1,2,010531003,9.08890533447266,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,53,000,KILOGRAMO,12,1,0,000, , , , ,46,000,7,000, 
2023,01,AMAZONAS,05,LUYA,09,LUYA,00230,02,02,1,2,010571003,.235821306705475,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,8,000,KILOGRAMO,12,1,0,000, , , , ,6,000,2,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,14,MOLINOPAMPA,00231,03,03,1,2,010133005,5.23734712600708,1,1,1,1,PAPA HUAYRO,2614,CHUÑO,4109,5,000,KILOGRAMO,12,1,0,000, , , , ,5,000,0,000, 
2023,01,AMAZONAS,05,LUYA,08,LONYA CHICO,00235,02,02,1,2,010533003,25.2474250793457,1,1,0,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,4,000,ARROBA,01,11.5,0,000, , , , ,3,000,1,000, 
2023,01,AMAZONAS,05,LUYA,08,LONYA CHICO,00235,02,02,1,2,010533003,25.2474250793457,1,1,0,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,000,QUINTAL,18,50,0,000, , , , ,0,750,0,250, 
2023,01,AMAZONAS,05,LUYA,08,LONYA CHICO,00235,04,04,1,2,010533003,2.8750536441803,1,1,0,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,2,000,ARROBA,01,11.5,0,000, , , , ,1,500,0,500, 
2023,01,AMAZONAS,05,LUYA,08,LONYA CHICO,00235,05,05,1,2,010533003,112.368835449219,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,19,000,KILOGRAMO,12,1,0,000, , , , ,11,000,8,000, 
2023,01,AMAZONAS,05,LUYA,08,LONYA CHICO,00236,02,02,1,2,010534004,11.3363246917725,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,750,QUINTAL,18,50,0,000, , , , ,0,500,0,250, 
2023,01,AMAZONAS,05,LUYA,08,LONYA CHICO,00236,03,03,1,2,010534004,15.592547416687,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,250,0,250, 
2023,01,AMAZONAS,05,LUYA,08,LONYA CHICO,00236,03,03,1,2,010534004,15.592547416687,1,1,1,2,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,0,500,TONGO,23,12,0,000, , , , ,0,250,0,250, 
2023,01,AMAZONAS,05,LUYA,08,LONYA CHICO,00236,03,03,1,2,010534004,15.592547416687,1,1,1,3,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111,1,500,BALDE,03,8,0,000, , , , ,0,500,1,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,14,MOLINOPAMPA,00238,05,05,1,2,010132005,77.9998474121094,1,1,1,1,PAPA HUAYRO,2614,CHUÑO,4109,2,500,BALDE,03,5,2,000,20,00,40,4,0,500,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,14,MOLINOPAMPA,00238,06,06,1,2,010132005,54.4366912841797,1,1,1,1,PAPA HUAYRO,2614,CHUÑO,4109,4,000,BALDE,03,5,0,000, , , , ,3,000,1,000, 
2023,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,12,VISTA ALEGRE,00239,01,01,1,3,010672005,70.898796081543,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,8,000,KILOGRAMO,12,1,0,000, , , , ,4,000,4,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,14,MOLINOPAMPA,00245,02,02,1,2,010131004,10.9462566375732,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,2,000,ARROBA,01,11.5,0,000, , , , ,2,000,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,14,MOLINOPAMPA,00245,04,04,1,2,010131004,14.4511995315552,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,SACO,19,50,0,000, , , , ,0,500,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,14,MOLINOPAMPA,00245,06,06,1,2,010131004,15.1822853088379,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,250,ARROBA,01,11.5,0,000, , , , ,0,250,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,14,MOLINOPAMPA,00245,09,09,1,2,010131004,11.0861082077026,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,SACO,19,50,0,000, , , , ,0,500,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,00248,02,02,1,2,010132003,1.75002956390381,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,10,000,KILOGRAMO,12,1,0,000, , , , ,8,000,2,000, 
2023,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,12,VISTA ALEGRE,00253,02,02,1,3,010671005,26.2897357940674,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,3,000,KILOGRAMO,12,1,0,000, , , , ,2,500,0,500, 
2023,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,12,VISTA ALEGRE,00256,03,03,1,3,010673005,80.4150161743164,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,1,500,KILOGRAMO,12,1,0,000, , , , ,1,500,0,000, 
2023,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,12,VISTA ALEGRE,00256,04,04,1,3,010673005,21.0608501434326,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,2,000,KILOGRAMO,12,1,0,000, , , , ,1,000,1,000, 
2023,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,12,VISTA ALEGRE,00256,05,05,1,3,010673005,7.98765087127686,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,1,500,KILOGRAMO,12,1,0,000, , , , ,1,500,0,000, 
2023,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,12,VISTA ALEGRE,00256,06,06,1,3,010673005,1.6398491859436,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,3,000,KILOGRAMO,12,1,0,000, , , , ,3,000,0,000, 
2023,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,12,VISTA ALEGRE,00258,03,03,1,3,010673005,35.0339317321777,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,2,000,KILOGRAMO,12,1,0,000, , , , ,2,000,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,19,SAN ISIDRO DE MAINO,00267,01,01,1,2,010171004,2.27878069877625,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,2,000,ARROBA,01,11.5,0,000, , , , ,2,000,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,12,MAGDALENA,00270,01,01,1,2,010173003,4.25913143157959,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,ARROBA,01,11.5,0,000, , , , ,0,500,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,12,MAGDALENA,00270,03,03,1,2,010173003,.747750103473663,1,1,1,1,TRIGO,2113,TRIGO MOTE,4137,3,000,ARROBA,01,11.5,0,000, , , , ,3,000,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,12,MAGDALENA,00270,03,03,1,2,010173003,.747750103473663,1,1,1,2,TRIGO,2113,HARINA DE TRIGO,4118,6,000,QUINTAL,18,50,5,000,200,00,1000,4,1,000,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,12,MAGDALENA,00270,04,04,1,2,010173003,2.98128247261047,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111,22,000,LITRO,14,1,0,000, , , , ,22,000,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,12,MAGDALENA,00270,06,06,1,2,010173003,.104433789849281,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,2,000,ARROBA,01,11.5,0,000, , , , ,2,000,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,12,MAGDALENA,00270,06,06,1,2,010173003,.104433789849281,1,1,1,2,TRIGO,2113,TRIGO MOTE,4137,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2023,01,AMAZONAS,01,CHACHAPOYAS,12,MAGDALENA,00270,06,06,1,2,010173003,.104433789849281,1,1,1,3,TRIGO,2113,HARINA DE TRIGO,4118,48,000,KILOGRAMO,12,1,0,000, , , , ,48,000,0,000, 
2023,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,06,LONGAR,00271,05,05,1,3,010674004,12.7638063430786,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,2,000,TONGO,23,12,1,500,40,00,60,3.3333,0,500,0,000, 
